Entrez	NES	pvalue
Barx2	0.296301291158549	0.767
Gabpb1	0.296301291158549	0.767
Zfp819	0.293683190788832	0.769
Tcf19	0.292374896226804	0.77
Pou3f3	0.288453003564521	0.773
Mxd3	0.287146694314745	0.774
Ybx1	0.285840874881166	0.775
Nfe2	0.284535542671622	0.776
Ets2	0.284535542671622	0.776
Bcl3	0.283230695100173	0.777
Btaf1	0.280622443558663	0.779
Zfp36l1	0.275411643032321	0.783
Jun	0.275411643032321	0.783
Prrx1	0.272809053207582	0.785
Sall1	0.271508452017839	0.786
Etv5	0.270208309939945	0.787
Hand1	0.267609393044677	0.789
Batf2	0.262416958090192	0.793
Nrk	0.259823400115677	0.795
Tfap2d	0.254641504046745	0.799
Snapc2	0.244298041744809	0.807
Zkscan6	0.244298041744809	0.807
Zbtb40	0.243006967409982	0.808
Pitx2	0.240426031142308	0.81
Zgpat	0.236557621780165	0.813
Zfp799	0.233980651038764	0.815
Snai3	0.232692749183045	0.816
Mafg	0.230118100657266	0.818
Zfp707	0.230118100657266	0.818
Npas3	0.228831349263525	0.819
Ikzf1	0.223688107921854	0.823
Rnf141	0.223688107921854	0.823
Bnc1	0.221118712997571	0.825
Zbtb21	0.219834563805069	0.826
Mllt10	0.218550777026211	0.827
Insm2	0.215984281437214	0.829
Cc2d1a	0.214701568001744	0.83
Creb5	0.214701568001744	0.83
Foxf2	0.213419207729192	0.831
Pdx1	0.213419207729192	0.831
Mafb	0.212137198317524	0.832
Hoxc12	0.208293252290225	0.835
Dlx2	0.204452381536821	0.838
Pou6f2	0.200614524568471	0.841
Zeb2	0.200614524568471	0.841
Tbl1xr1	0.200614524568471	0.841
Gas7	0.199335898061207	0.842
Zc3h3	0.199335898061207	0.842
Nkx2-1	0.196779620218467	0.844
Hnf1b	0.195501964379319	0.845
Mesp2	0.190394509204836	0.849
Tbr1	0.18656718183652	0.852
Zfp410	0.18656718183652	0.852
Vax1	0.177647268528723	0.859
Foxd3	0.176374164780861	0.86
Stat5a	0.176374164780861	0.86
Gmeb1	0.173828812501662	0.862
Ddit3	0.172556559594787	0.863
Foxk1	0.168741467620538	0.866
Zfp692	0.167470318623264	0.867
Klf1	0.167470318623264	0.867
Hes1	0.163658486233141	0.87
Ctbp1	0.157310684610171	0.875
Barx1	0.154773352063657	0.877
Pitx3	0.154773352063657	0.877
Zscan20	0.152237015567176	0.879
Pa2g4	0.150969215496777	0.88
Foxn2	0.14843434105449	0.882
Zfp287	0.145900420032994	0.884
Tbp	0.145900420032994	0.884
Zdhhc7	0.144633811748821	0.885
Pax4	0.143367435457767	0.886
Zfp668	0.143367435457767	0.886
Kcnh8	0.140835370397127	0.888
Prdm16	0.140835370397127	0.888
Cers6	0.139569677405137	0.889
Smad5	0.134509119884533	0.893
Gatad2a	0.134509119884533	0.893
Zfyve19	0.134509119884533	0.893
Zfp513	0.129452004719563	0.897
Nobox	0.128188248098485	0.898
Tcf12	0.126924696171319	0.899
Zfp282	0.123135247734836	0.902
Fubp1	0.116823400251696	0.907
Zfp821	0.115561597105383	0.908
Msx1	0.110516203562042	0.912
Isx	0.110516203562042	0.912
Elf1	0.105473621768868	0.916
Zkscan3	0.102953344255004	0.918
